date,gas_price
20160530,12.96625
20160531,12.96625
20160601,14.42727273
20160602,14.42727273
20160603,14.42727273
20160604,14.42727273
20160605,14.42727273
20160606,14.42727273
20160607,14.42727273
20160608,14.42727273
20160609,14.42727273
20160610,14.42727273
20160611,14.42727273
20160612,14.42727273
20160613,14.42727273
20160614,14.42727273
20160615,14.42727273
20160616,14.42727273
20160617,14.42727273
20160618,14.42727273
20160619,14.42727273
20160620,14.42727273
20160621,14.42727273
20160622,14.42727273
20160623,14.42727273
20160624,14.42727273
20160625,14.42727273
20160626,14.42727273
20160627,14.42727273
20160628,14.42727273
20160629,14.42727273
20160630,14.42727273
20160701,14.36666667
20160702,14.36666667
20160703,14.36666667
20160704,14.36666667
20160705,14.36666667
20160706,14.36666667
20160707,14.36666667
20160708,14.36666667
20160709,14.36666667
20160710,14.36666667
20160711,14.36666667
20160712,14.36666667
20160713,14.36666667
20160714,14.36666667
20160715,14.36666667
20160716,14.36666667
20160717,14.36666667
20160718,14.36666667
20160719,14.36666667
20160720,14.36666667
20160721,14.36666667
20160722,14.36666667
20160723,14.36666667
20160724,14.36666667
20160725,14.36666667
20160726,14.36666667
20160727,14.36666667
20160728,14.36666667
20160729,14.36666667
20160730,14.36666667
20160731,14.36666667
20160801,12.35795455
20160802,12.35795455
20160803,12.35795455
20160804,12.35795455
20160805,12.35795455
20160806,12.35795455
20160807,12.35795455
20160808,12.35795455
20160809,12.35795455
20160810,12.35795455
20160811,12.35795455
20160812,12.35795455
20160813,12.35795455
20160814,12.35795455
20160815,12.35795455
20160816,12.35795455
20160817,12.35795455
20160818,12.35795455
20160819,12.35795455
20160820,12.35795455
20160821,12.35795455
20160822,12.35795455
20160823,12.35795455
20160824,12.35795455
20160825,12.35795455
20160826,12.35795455
20160827,12.35795455
20160828,12.35795455
20160829,12.35795455
20160830,12.35795455
20160831,12.35795455
20160901,12.76136364
20160902,12.76136364
20160903,12.76136364
20160904,12.76136364
20160905,12.76136364
20160906,12.76136364
20160907,12.76136364
20160908,12.76136364
20160909,12.76136364
20160910,12.76136364
20160911,12.76136364
20160912,12.76136364
20160913,12.76136364
20160914,12.76136364
20160915,12.76136364
20160916,12.76136364
20160917,12.76136364
20160918,12.76136364
20160919,12.76136364
20160920,12.76136364
20160921,12.76136364
20160922,12.76136364
20160923,12.76136364
20160924,12.76136364
20160925,12.76136364
20160926,12.76136364
20160927,12.76136364
20160928,12.76136364
20160929,12.76136364
20160930,12.76136364
20161001,16.30357143
20161002,16.30357143
20161003,16.30357143
20161004,16.30357143
20161005,16.30357143
20161006,16.30357143
20161007,16.30357143
20161008,16.30357143
20161009,16.30357143
20161010,16.30357143
20161011,16.30357143
20161012,16.30357143
20161013,16.30357143
20161014,16.30357143
20161015,16.30357143
20161016,16.30357143
20161017,16.30357143
20161018,16.30357143
20161019,16.30357143
20161020,16.30357143
20161021,16.30357143
20161022,16.30357143
20161023,16.30357143
20161024,16.30357143
20161025,16.30357143
20161026,16.30357143
20161027,16.30357143
20161028,16.30357143
20161029,16.30357143
20161030,16.30357143
20161031,16.30357143
20161101,17.93181818
20161102,17.93181818
20161103,17.93181818
20161104,17.93181818
20161105,17.93181818
20161106,17.93181818
20161107,17.93181818
20161108,17.93181818
20161109,17.93181818
20161110,17.93181818
20161111,17.93181818
20161112,17.93181818
20161113,17.93181818
20161114,17.93181818
20161115,17.93181818
20161116,17.93181818
20161117,17.93181818
20161118,17.93181818
20161119,17.93181818
20161120,17.93181818
20161121,17.93181818
20161122,17.93181818
20161123,17.93181818
20161124,17.93181818
20161125,17.93181818
20161126,17.93181818
20161127,17.93181818
20161128,17.93181818
20161129,17.93181818
20161130,17.93181818
20161201,17.40625
20161202,17.40625
20161203,17.40625
20161204,17.40625
20161205,17.40625
20161206,17.40625
20161207,17.40625
20161208,17.40625
20161209,17.40625
20161210,17.40625
20161211,17.40625
20161212,17.40625
20161213,17.40625
20161214,17.40625
20161215,17.40625
20161216,17.40625
20161217,17.40625
20161218,17.40625
20161219,17.40625
20161220,17.40625
20161221,17.40625
20161222,17.40625
20161223,17.40625
20161224,17.40625
20161225,17.40625
20161226,17.40625
20161227,17.40625
20161228,17.40625
20161229,17.40625
20161230,17.40625
20161231,17.40625
20170101,19.71428571
20170102,19.71428571
20170103,19.71428571
20170104,19.71428571
20170105,19.71428571
20170106,19.71428571
20170107,19.71428571
20170108,19.71428571
20170109,19.71428571
20170110,19.71428571
20170111,19.71428571
20170112,19.71428571
20170113,19.71428571
20170114,19.71428571
20170115,19.71428571
20170116,19.71428571
20170117,19.71428571
20170118,19.71428571
20170119,19.71428571
20170120,19.71428571
20170121,19.71428571
20170122,19.71428571
20170123,19.71428571
20170124,19.71428571
20170125,19.71428571
20170126,19.71428571
20170127,19.71428571
20170128,19.71428571
20170129,19.71428571
20170130,19.71428571
20170131,19.71428571
20170201,19.59375
20170202,19.59375
20170203,19.59375
20170204,19.59375
20170205,19.59375
20170206,19.59375
20170207,19.59375
20170208,19.59375
20170209,19.59375
20170210,19.59375
20170211,19.59375
20170212,19.59375
20170213,19.59375
20170214,19.59375
20170215,19.59375
20170216,19.59375
20170217,19.59375
20170218,19.59375
20170219,19.59375
20170220,19.59375
20170221,19.59375
20170222,19.59375
20170223,19.59375
20170224,19.59375
20170225,19.59375
20170226,19.59375
20170227,19.59375
20170228,19.59375
20170301,16.01956522
20170302,16.01956522
20170303,16.01956522
20170304,16.01956522
20170305,16.01956522
20170306,16.01956522
20170307,16.01956522
20170308,16.01956522
20170309,16.01956522
20170310,16.01956522
20170311,16.01956522
20170312,16.01956522
20170313,16.01956522
20170314,16.01956522
20170315,16.01956522
20170316,16.01956522
20170317,16.01956522
20170318,16.01956522
20170319,16.01956522
20170320,16.01956522
20170321,16.01956522
20170322,16.01956522
20170323,16.01956522
20170324,16.01956522
20170325,16.01956522
20170326,16.01956522
20170327,16.01956522
20170328,16.01956522
20170329,16.01956522
20170330,16.01956522
20170331,16.01956522
20170401,15.91111111
20170402,15.91111111
20170403,15.91111111
20170404,15.91111111
20170405,15.91111111
20170406,15.91111111
20170407,15.91111111
20170408,15.91111111
20170409,15.91111111
20170410,15.91111111
20170411,15.91111111
20170412,15.91111111
20170413,15.91111111
20170414,15.91111111
20170415,15.91111111
20170416,15.91111111
20170417,15.91111111
20170418,15.91111111
20170419,15.91111111
20170420,15.91111111
20170421,15.91111111
20170422,15.91111111
20170423,15.91111111
20170424,15.91111111
20170425,15.91111111
20170426,15.91111111
20170427,15.91111111
20170428,15.91111111
20170429,15.91111111
20170430,15.91111111
20170501,15.61785714
20170502,15.61785714
20170503,15.61785714
20170504,15.61785714
20170505,15.61785714
20170506,15.61785714
20170507,15.61785714
20170508,15.61785714
20170509,15.61785714
20170510,15.61785714
20170511,15.61785714
20170512,15.61785714
20170513,15.61785714
20170514,15.61785714
20170515,15.61785714
20170516,15.61785714
20170517,15.61785714
20170518,15.61785714
20170519,15.61785714
20170520,15.61785714
20170521,15.61785714
20170522,15.61785714
20170523,15.61785714
20170524,15.61785714
20170525,15.61785714
20170526,15.61785714
20170527,15.61785714
20170528,15.61785714
20170529,15.61785714
20170530,15.61785714
20170531,15.61785714
20170601,14.87045455
20170602,14.87045455
20170603,14.87045455
20170604,14.87045455
20170605,14.87045455
20170606,14.87045455
20170607,14.87045455
20170608,14.87045455
20170609,14.87045455
20170610,14.87045455
20170611,14.87045455
20170612,14.87045455
20170613,14.87045455
20170614,14.87045455
20170615,14.87045455
20170616,14.87045455
20170617,14.87045455
20170618,14.87045455
20170619,14.87045455
20170620,14.87045455
20170621,14.87045455
20170622,14.87045455
20170623,14.87045455
20170624,14.87045455
20170625,14.87045455
20170626,14.87045455
20170627,14.87045455
20170628,14.87045455
20170629,14.87045455
20170630,14.87045455
20170701,14.82380952
20170702,14.82380952
20170703,14.82380952
20170704,14.82380952
20170705,14.82380952
20170706,14.82380952
20170707,14.82380952
20170708,14.82380952
20170709,14.82380952
20170710,14.82380952
20170711,14.82380952
20170712,14.82380952
20170713,14.82380952
20170714,14.82380952
20170715,14.82380952
20170716,14.82380952
20170717,14.82380952
20170718,14.82380952
20170719,14.82380952
20170720,14.82380952
20170721,14.82380952
20170722,14.82380952
20170723,14.82380952
20170724,14.82380952
20170725,14.82380952
20170726,14.82380952
20170727,14.82380952
20170728,14.82380952
20170729,14.82380952
20170730,14.82380952
20170731,14.82380952
20170801,15.7375
20170802,15.7375
20170803,15.7375
20170804,15.7375
20170805,15.7375
20170806,15.7375
20170807,15.7375
20170808,15.7375
20170809,15.7375
20170810,15.7375
20170811,15.7375
20170812,15.7375
20170813,15.7375
20170814,15.7375
20170815,15.7375
20170816,15.7375
20170817,15.7375
20170818,15.7375
20170819,15.7375
20170820,15.7375
20170821,15.7375
20170822,15.7375
20170823,15.7375
20170824,15.7375
20170825,15.7375
20170826,15.7375
20170827,15.7375
20170828,15.7375
20170829,15.7375
20170830,15.7375
20170831,15.7375
20170901,17.01190476
20170902,17.01190476
20170903,17.01190476
20170904,17.01190476
20170905,17.01190476
20170906,17.01190476
20170907,17.01190476
20170908,17.01190476
20170909,17.01190476
20170910,17.01190476
20170911,17.01190476
20170912,17.01190476
20170913,17.01190476
20170914,17.01190476
20170915,17.01190476
20170916,17.01190476
20170917,17.01190476
20170918,17.01190476
20170919,17.01190476
20170920,17.01190476
20170921,17.01190476
20170922,17.01190476
20170923,17.01190476
20170924,17.01190476
20170925,17.01190476
20170926,17.01190476
20170927,17.01190476
20170928,17.01190476
20170929,17.01190476
20170930,17.01190476
20171001,17.85568182
20171002,17.85568182
20171003,17.85568182
20171004,17.85568182
20171005,17.85568182
20171006,17.85568182
20171007,17.85568182
20171008,17.85568182
20171009,17.85568182
20171010,17.85568182
20171011,17.85568182
20171012,17.85568182
20171013,17.85568182
20171014,17.85568182
20171015,17.85568182
20171016,17.85568182
20171017,17.85568182
20171018,17.85568182
20171019,17.85568182
20171020,17.85568182
20171021,17.85568182
20171022,17.85568182
20171023,18.09
20171024,17.96
20171025,18.11
20171026,18.07
20171027,18.15
20171028,18.15
20171029,18.15
20171030,18.11
20171031,18.285
20171101,18.55
20171102,18.58
20171103,18.31
20171104,18.31
20171105,18.31
20171106,19.01
20171107,19.325
20171108,19.38
20171109,19.515
20171110,19.82
20171111,19.82
20171112,19.82
20171113,19.905
20171114,19.335
20171115,19.015
20171116,19.2
20171117,18.95
20171118,18.95
20171119,18.95
20171120,19.5
20171121,19.84
20171122,19.7
20171123,19.7
20171124,20.455
20171125,20.455
20171126,20.455
20171127,20.68
20171128,20.28
20171129,20.35
20171130,20.305
20171201,20.79
20171202,20.79
20171203,20.79
20171204,21.375
20171205,21.405
20171206,21.165
20171207,21.265
20171208,20.89
20171209,20.89
20171210,20.89
20171211,21.135
20171212,21.73
20171213,20.675
20171214,21.025
20171215,21.01
20171216,21.01
20171217,21.01
20171218,20.46
20171219,19.95
20171220,20.295
20171221,20.0
20171222,19.665
20171223,19.665
20171224,19.665
20171225,19.665
20171226,19.665
20171227,19.19
20171228,19.705
20171229,19.62
20171230,19.62
20171231,19.62
20180101,19.62
